1 Q0 42920
1 P0 10263
1 SP 130406
1 FF 145790
1 DI 22770
1 CC 26353
1 DD 3341
1 VM 72673
1 AO 3313
1 DA 99616
1 WW 4655
1 VA 17163
1 VS 16184
1 II 23
1 ZZ 28188
1 CS 10508
1 DT 53
1 DR 115
1 DP 20
1 PR 11423
1 AQ 46277
1 PP 5577
1 PT 265
1 PX 7594
1 NC 155454
1 RG 21482
1 PD 889
1 NP 101253
1 RN 2787
1 PI 1618
2 NP Hamme -9.91593970173
2 VM protagonitzada -9.58428729283
2 VM presidir -9.58428729283
2 ZZ B-431 -10.2466516344
2 NP Acapulco -11.5253776142
2 NP Bouesia -10.8322304336
2 NP Partit_País_Solidari -11.5253776142
2 WW 26/9/1914 -8.44569718971
2 VM presidia -11.1937252053
2 RG d'_amagat -8.87635836549
2 NP Comte_Enric_de_Trastàmara -11.5253776142
2 ZZ B1620-26 -10.2466516344
2 NP Déu_Tot_Poderós -11.5253776142
2 NP Aniversari_de_el_Naixement_de_el_Poble_Valencià -11.5253776142
2 VM pintant -9.58428729283
2 VM fugir -7.28170219984
2 NP Hondt -10.8322304336
2 VM fugit -10.5005780247
2 NP Negros -11.5253776142
2 RG en_un_instant -9.2818234736
2 NP Wilhelm_Kube -11.5253776142
2 NP Hondo -11.5253776142
2 PI algunes -3.72538445149
2 AQ reproductiu -10.7424003564
2 AQ panserbjørne -10.7424003564
2 NC diccionari -9.75688056957
2 NP Comedias -10.4267653255
2 VM dibuixar -9.40196573604
2 NP Tokugawa_Iemochi -11.5253776142
2 NP Partit_Separatista_Revolucionari_Català -11.5253776142
2 VM enfosquint -11.1937252053
2 NP TSAGI -11.5253776142
2 NP Llorenç_Villalonga -9.5794674651
2 VM explotats -11.1937252053
2 NP E._&_Lynch -11.5253776142
2 ZZ 23-05-2001 -10.2466516344
2 NP Secretària_General_de_el_PCU -11.5253776142
2 NC disuasoria -11.9541051469
2 NP Saadiens -11.5253776142
2 NC amics -8.19290503121
2 VM participa -8.01567137492
2 NP Lliga_Àrab -11.5253776142
2 WW 23_d'_abril_del_2008 -8.44569718971
2 ZZ 40_km -8.86035727333
2 NP Broseta -11.5253776142
2 NC impertubable -11.9541051469
2 VM descabellada -11.1937252053
2 NP HMS_Naiad -11.5253776142
2 NP Jardí_Botànic -11.5253776142
2 NP Circuit_de_Belfort -11.5253776142
2 NP Cap_d'_Higuer -10.8322304336
2 ZZ 112_kg -10.2466516344
2 NP Wilhelm_Wassmus -11.5253776142
2 NP Ramón_Mendezona_Roldán -10.8322304336
2 NP The_Geometry -10.8322304336
2 NP Guerres_Carlistes -11.5253776142
2 NC ametlles -11.2609579663
2 NP Joan_No -11.5253776142
2 NP C.V._de_Sant_Llorenç_d'_Hortons -11.5253776142
2 VM precipitar -10.0951129166
2 NP ADEMA-PASJ -11.5253776142
2 NP Märkisches_Museum -11.5253776142
2 NP Yarthyr -11.5253776142
2 NP Zariaspa -11.5253776142
2 NC desastre -9.5562098741
2 NP Giménez_Botey -11.5253776142
2 AQ shibuyanus -10.7424003564
2 NC aproximació -9.75688056957
2 WW segle_XXI -5.88074783225
2 NP L'_Anunciació -11.5253776142
2 VM compromès -11.1937252053
2 NC perfeccionament -11.2609579663
2 NC gripaus -11.2609579663
2 NC gimnasos -11.2609579663
2 VM rendien -11.1937252053
2 VM reagrupant -10.5005780247
2 DI Tantes -10.0331991591
2 NC however -11.9541051469
2 NC facultat -9.65152005391
2 ZZ a.1528 -10.2466516344
2 NC tripulació -10.8554928582
2 NP How_I_Learned -11.5253776142
2 AQ workers -10.7424003564
2 NC degustació -11.9541051469
2 NP Lady -10.4267653255
2 NC conoción -11.9541051469
2 NC area -10.3446672345
2 NP Hays -11.5253776142
2 NP Lada -11.5253776142
2 NP Faou -10.8322304336
2 NP Claude_Perrin_Victor -11.5253776142
2 NP Lade -11.5253776142
2 NP Cadeyrn -11.5253776142
2 NP Unione -11.5253776142
2 NP Síria -8.63500585626
2 VM portaran -10.5005780247
2 NP Air_Vice-Marshal -11.5253776142
2 NP Facultat_de_Comunicació -11.5253776142
2 AQ perifèric -10.0492531758
2 NC famílies -8.21643552862
2 VM compadida -11.1937252053
2 NP Miguel_Izu -11.5253776142
2 NP Montgat_Nord -11.5253776142
2 NP SVI -11.5253776142
2 AQ tortuós -10.0492531758
2 NC mitger -11.9541051469
2 NC décors -11.9541051469
2 NC filferro -10.3446672345
2 NP The_Bedside_Drama -10.8322304336
2 NP Sunset_Boulevard -11.5253776142
2 NP Panaenus -11.5253776142
2 NP Tramacastilla_de_Tena -11.5253776142
2 ZZ 6,0 -10.2466516344
2 ZZ 6,2 -10.2466516344
2 ZZ 6,3 -10.2466516344
2 ZZ 6,4 -10.2466516344
2 ZZ 6,5 -10.2466516344
2 NC brêches -11.9541051469
2 NP Paulus_Silentiarius -11.5253776142
2 NP Luci_Afrani_Nepot -11.5253776142
2 NP Miguel_de_Molina -10.4267653255
2 VM assetjada -9.24781505621
2 NP Mattei -11.5253776142
2 VM rest -11.1937252053
2 NP Red_Rock_Resort_Spa -11.5253776142
2 NP Andaluz -11.5253776142
2 NP Harold -9.12748234136
2 AQ mal·ls -10.7424003564
2 NC xones -11.9541051469
2 VA havia -3.0473230697
2 NP Convent_de_la_Immaculada -10.8322304336
2 NP Mènip -11.5253776142
2 NP Sweepstakes_Ticket -11.5253776142
2 NP Ahmet_II -10.139083253
2 VM funciona -8.79582993247
2 WW Juliol_de_1978 -8.44569718971
2 NC anhel -11.2609579663
2 NP Observatori_de_la_Sostenibilitat -11.5253776142
2 NC venedors -11.9541051469
2 NP In_Your_Face -11.5253776142
2 NP Vinos_de_España -11.5253776142
2 NC venedora -11.9541051469
2 ZZ 1939-1948 -10.2466516344
2 NP Emanuel_Swedenborg -11.5253776142
2 ZZ 1939-1941 -10.2466516344
2 VM terraplenat -11.1937252053
2 ZZ 1939-1945 -9.55350445389
2 NC cuestión -10.8554928582
2 NC cognoms -10.5678107858
2 VM fracassades -11.1937252053
2 VM apropiats -11.1937252053
2 NP Pythius -10.8322304336
2 VM trenant -11.1937252053
2 NP Fèlix_Larrosa -11.5253776142
2 NP Compromís -10.8322304336
2 AQ centrífuga -10.7424003564
2 WW 21_d'_agost_del_1913 -8.44569718971
2 NP Filip_V_de_Macedònia -8.48085517644
2 NP Suetonii_Libri_III -11.5253776142
2 NP OND -11.5253776142
2 NP CBC_Radio -10.8322304336
2 NP Saltiris -11.5253776142
2 NC preguntas -11.9541051469
2 AQ tuberata -9.64378806772
2 VM demolida -11.1937252053
2 NP Heinkel -11.5253776142
2 AQ televisius -10.7424003564
2 NP C.A._&_Peixoto -11.5253776142
2 NP Angoon -11.5253776142
2 NP Bingo -11.5253776142
2 VM ocultant -11.1937252053
2 NC facetes -11.9541051469
2 VM loca -10.5005780247
2 RG Demà -9.97497065416
2 NP Ambuesa -11.5253776142
2 NP Monestir_de_Sant_Pere_de_el_Bac -11.5253776142
2 NP Lupo -11.5253776142
2 NC peatones -11.9541051469
2 NC bessones -11.9541051469
2 NP Antoní_Masseguer -11.5253776142
2 NC récits -11.9541051469
2 NP Valencià -10.8322304336
2 AQ stenodema -10.0492531758
2 AQ motocross -10.7424003564
2 NP Tinent_Gerhard_Brenner -11.5253776142
2 NC veto -11.2609579663
2 NP Specklinsen -11.5253776142
2 ZZ 1590_quilograms -10.2466516344
2 NP Stefano_Maria_Cingolani -11.5253776142
2 NP Adam_Strange -10.139083253
2 NC calcaratus -10.1623456777
2 ZZ 15_ºC -10.2466516344
2 VM qualificat -9.80743084415
2 VM mataren -10.0951129166
2 AQ sudamericà -10.7424003564
2 NC narrativa -8.19290503121
2 NC primàries -11.9541051469
2 NP Arte_&_Practica -11.5253776142
2 NC escopeta -11.9541051469
2 NP Eye -11.5253776142
2 VM the -6.37344363966
2 VM firmades -11.1937252053
2 NP Yves -11.5253776142
2 NP Pitàgores -10.139083253
2 NC sumands -11.9541051469
2 NC néta -11.2609579663
2 NP Samuel_Ros -11.5253776142
2 NP De_Calders -11.5253776142
2 NP Requena_Diego_Martínez_Ponce_de_Urrana -11.5253776142
2 NP Nova_Delhi -9.91593970173
2 NP Exèrcit_Popular_Català -11.5253776142
2 NC Entrevista -10.5678107858
2 NC pentinats -11.9541051469
2 AQ ss -10.0492531758
2 NP L'_Expertise -11.5253776142
2 NC estampades -11.9541051469
2 NP Xestobium -10.8322304336
2 NP Metge_de_Família -11.5253776142
2 NP Frances_McDormand -10.139083253
2 VM significa -7.11618776136
2 VM numerats -11.1937252053
2 NP Major_Alistair_Hamilton -11.5253776142
2 NC ebenista -10.8554928582
2 AQ historiques -10.7424003564
2 WW agost_de_19523 -8.44569718971
2 VM conquistada -11.1937252053
2 NP Arcsecant -11.5253776142
2 NP The_Able_Label_Singles -11.5253776142
2 AQ inacabat -10.0492531758
2 NP Primera_Catalana -10.8322304336
2 VM col -11.1937252053
2 NC realitzador -10.3446672345
2 NC Déus -11.9541051469
2 VM repel·lits -10.5005780247
2 NC oncologia -11.9541051469
2 NP Hermandad -11.5253776142
2 VM limitin -11.1937252053
2 AQ positives -9.64378806772
2 NP Athletic_de_Bilbao -9.44593607248
2 AQ sarraïns -10.7424003564
2 NP Liên -11.5253776142
2 VM modelant -11.1937252053
2 NP Gongora -11.5253776142
2 AQ filològica -10.0492531758
2 NP Quarter_General_Operatiu -11.5253776142
2 NC carteres -11.9541051469
2 NC conferència -9.75688056957
2 NC violascens -11.9541051469
2 NC ciment -10.8554928582
2 WW 1_de_març -7.75255000915
2 AQ filològics -10.7424003564
2 AQ victoriós -9.35610599527
2 NP Nina_Foch -11.5253776142
2 NP Temisó -11.5253776142
2 VM cedeixen -11.1937252053
2 NP Forces -9.91593970173
2 PT quants -5.57972982599
2 AQ grupo -10.7424003564
2 VM escapoliren -11.1937252053
2 NP L'_Univers -11.5253776142
2 NP Luci_Publili_Volsc -11.5253776142
2 NC heteroclada -11.9541051469
2 VM decretada -10.5005780247
2 PI Ambdós -5.30950455594
2 VM atribueix -7.66736468065
2 NP Naima -11.5253776142
2 NC ritual -10.8554928582
2 NP Contramaestre -11.5253776142
2 NC estatges -11.9541051469
2 NP Certificació_de_la_FNMT -11.5253776142
2 AQ anyone -10.7424003564
2 VM inhumat -11.1937252053
2 NP M._&_Drewes -9.91593970173
2 NP Panodorus -11.5253776142
2 NP Bow_Down -11.5253776142
2 NP Arcadi_Mas -11.5253776142
2 NC regència -9.46919849711
2 NP Castell_de_Vilarig -11.5253776142
2 NP Smon -11.5253776142
2 NC modificacions -9.31504781729
2 NC absolutisme -11.9541051469
2 RG ritualment -9.97497065416
2 NP Filosofia_per_la_Universitat_de_Barcelona -11.5253776142
2 NP Rafael_Ll -11.5253776142
2 NC morfofonologia -11.9541051469
2 ZZ 6.184 -10.2466516344
2 NP Rafael_La -11.5253776142
2 VM destinés -11.1937252053
2 AQ sanguinari -10.7424003564
2 NP Broj_Kaoukeb -11.5253776142
2 NC anomalies -11.9541051469
2 NP Opus -10.139083253
2 NC badia -8.81861093097
2 AQ estructuralistes -10.7424003564
2 VM honorada -11.1937252053
2 NP Antelminelli -11.5253776142
2 NP Bacon -10.8322304336
2 VM descobriren -11.1937252053
2 NC plebiscitis -10.8554928582
2 AQ interpretatives -10.7424003564
2 WW novembre_de_1967 -8.44569718971
2 NP Martinez -11.5253776142
2 WW 4_de_novembre_de_1641 -8.44569718971
2 NC indemnitat -11.9541051469
2 NP Industria -11.5253776142
2 NP Nami-no-miya -11.5253776142
2 NP Mina_Spielmann -11.5253776142
2 VM marca -8.79582993247
2 AQ productiva -10.0492531758
2 NP Majoria -11.5253776142
2 NC austronèsia -11.9541051469
2 NP Justícia -10.4267653255
2 NP Lovers_Lane -10.8322304336
2 NP Adrian_Lister -10.4267653255
2 AQ admirables -10.7424003564
2 VM recolzava -11.1937252053
2 VM linxat -11.1937252053
2 NP Errol -11.5253776142
2 VM remplazada -11.1937252053
2 NP Elisian -11.5253776142
2 NC misas -11.9541051469
2 AQ pejorativa -9.64378806772
2 NC infeliços -11.9541051469
2 NC guilds -11.9541051469
2 NP Ipanema -10.139083253
2 NP Concepción -11.5253776142
2 NP Enric_III -11.5253776142
2 NP Cnaeus_Calpurnius_Piso -10.139083253
2 NP Fablas -10.8322304336
2 NC sacerdotessa -10.8554928582
2 PX llurs -6.6325286478
2 NP Modernisme_de_Santiago_Rusiñol -11.5253776142
2 AQ pulverata -9.64378806772
2 ZZ 99,6 -10.2466516344
2 NP Informació -7.08272635767
2 NP V._Vegeta -11.5253776142
2 NP Cultura_de_el_Skateboard -11.5253776142
2 NC forçades -11.9541051469
2 NP Dei_Genitrix -11.5253776142
2 NP Genu_Planci -11.5253776142
2 NP Corutus -11.5253776142
2 AQ nutrícies -10.7424003564
2 NP Vilar_d'_Aro -11.5253776142
2 NC lluvia -11.9541051469
2 WW gener_de_1917 -8.44569718971
2 NP Smeargle -11.5253776142
2 NC intermitència -11.9541051469
2 VM ombre -10.5005780247
2 NP Sarah_Cooper -11.5253776142
2 VM ombra -11.1937252053
2 VM denominades -9.58428729283
2 VM amagant -11.1937252053
2 VM basant -8.89114011227
2 NP Cap_Comorin -11.5253776142
2 AQ turquesa -10.7424003564
2 VM oposen -9.80743084415
2 NP Commagene -11.5253776142
2 NP Obres_de_Heuvelmans -11.5253776142
2 NC oficial -10.5678107858
2 VM acostaven -11.1937252053
2 NP Estíria -10.8322304336
2 NC contrapunt -10.5678107858
2 NP Tokugawa_Ieharu -11.5253776142
2 VM beneeix -11.1937252053
2 NP Antonio_Fernández -11.5253776142
2 NP Dènia -10.8322304336
2 NP Juan_Luís_Redondo -11.5253776142
2 NC semipalmatus -10.8554928582
2 NP Partit_Conservador -11.5253776142
2 NC expert -11.9541051469
2 NP Sistemes -10.8322304336
2 AQ antiguíssima -10.7424003564
2 VM allunyaven -11.1937252053
2 NP Tortella -11.5253776142
2 NP Honduras -10.139083253
2 NC vassallatge -11.9541051469
2 WW 2_d'_octubre_de_1957 -8.44569718971
2 NC advocats -10.1623456777
2 NP Gogh -9.04047096437
2 NP Apache_Portable_Runtime -11.5253776142
2 VM desapareixi -11.1937252053
2 NP Goga -11.5253776142
2 NC lícules -11.9541051469
2 NC comandaments -9.87466360522
2 NP Ascendents -11.5253776142
2 NC fòssils -10.1623456777
2 VM divulgant -11.1937252053
2 VM governaren -10.0951129166
2 NC mantega -11.9541051469
2 ZZ 2.284_m -10.2466516344
2 WW 1_de_juliol -5.8066398601
2 AQ galàctica -10.7424003564
2 VM decremento -11.1937252053
2 NC comps -11.9541051469
2 NC hieròduls -10.8554928582
2 NP Gavers -11.5253776142
2 NC còrnia -10.1623456777
2 AQ colonitzador -10.7424003564
2 VM arribin -10.5005780247
2 NC pecaríes -11.9541051469
2 VM complicada -9.24781505621
2 NC deutor -11.2609579663
2 NP Tour_de_la_Xampanya -10.8322304336
2 NC modernitat -11.2609579663
2 AQ intensa -7.60690614046
2 NP Free_State_Cheetahs -11.5253776142
2 NC panamensis -10.8554928582
2 ZZ 1745-1822 -9.55350445389
2 NP Comissari_General -11.5253776142
2 VM rebutjar -7.89788833926
2 VM perfeccionats -11.1937252053
2 NC periodismo -11.9541051469
2 AQ adoptiva -10.7424003564
2 NP Seleuc -9.12748234136
2 NC periodisme -8.81861093097
2 VM muntat -10.0951129166
2 NC oceàniques -11.9541051469
2 NP Brazza -11.5253776142
2 AQ gustosa -10.7424003564
2 NC prohibicions -10.5678107858
2 NC farina -10.0081949978
2 AQ hey -10.0492531758
2 NP Lliurament_Anual_de_Los_Premios_Latin_Grammys -11.5253776142
2 NP R._&_Thomas -11.5253776142
2 NP Miquel_Àngel_Riera -11.5253776142
2 VM Plantar -11.1937252053
2 NC co-descubridor -11.9541051469
2 VM impressionat -11.1937252053
2 AQ governamental -9.64378806772
2 VM impressionar -10.5005780247
2 NP Ernst_Röhm -10.8322304336
2 NP Jorge_Fernández_Díaz -11.5253776142
2 NP Mahimo -11.5253776142
2 NP Michael_Kraus -11.5253776142
2 NC intelectuales -11.9541051469
2 ZZ 209-210 -10.2466516344
2 NC campaments -11.2609579663
2 NC proclama -10.8554928582
2 NP Nacional -10.139083253
2 NC vermells -11.9541051469
2 NP North_Yorkshire -11.5253776142
2 NP Oix -11.5253776142
2 NC capoll -11.9541051469
2 NP Adam_Rutherford -11.5253776142
2 AQ iapids -10.7424003564
2 VM practicava -10.0951129166
2 NC logotips -11.9541051469
2 NP Gaetano_Donizetti -9.22279252117
2 NP Natalie_Wood -11.5253776142
2 NP Vicksburg -10.4267653255
2 NP Reduccions -10.4267653255
2 ZZ 480_km -10.2466516344
2 NP Sigues -11.5253776142
2 NP Estrelles_de_la_Via_Làctia -11.5253776142
2 NP Jerry_Lee_Lewis -10.139083253
2 AQ expressa -10.7424003564
2 NP Valladolid -10.4267653255
2 VM envoltades -9.58428729283
2 NC talent -9.65152005391
2 NC extrems -9.00966616774
2 NP ETR -10.8322304336
2 AQ alguerès -9.13296244395
2 NP Industrial_Records -11.5253776142
2 AQ rossa -10.0492531758
2 ZZ 84-8165-554-6 -10.2466516344
2 ZZ 426 -8.86035727333
2 NC conveïna -11.9541051469
2 NP Mukalla -9.32815303682
2 NP Quinavicenaria -11.5253776142
2 NP Sexualidad -11.5253776142
2 NP Palau_de_els_Ducs_de_Llíria -10.8322304336
2 NP Scrinser -11.5253776142
2 NP Giovanni_Malagodi -10.8322304336
2 ZZ 1870 -7.47406291221
2 NP Hidaspes -11.5253776142
2 NP Buster -11.5253776142
2 AQ bulliciosos -10.7424003564
2 NP Chandra_Gupta_I._Chandragupta_II -11.5253776142
2 ZZ 1872 -8.86035727333
2 NP Reial_Hospital_de_Berkshire -11.5253776142
2 AQ fantàstiques -10.0492531758
2 NP The_Adventures -10.8322304336
2 NP Busted -8.9604282567
2 NP Khatun -11.5253776142
2 AQ esquerre -8.10334302677
2 ZZ 96è -10.2466516344
2 ZZ 3514 -10.2466516344
2 NP Biological_Monitoring_Working_Party -11.5253776142
2 NC mosques -11.9541051469
2 NP Centre_d'_Estudis_Locals -11.5253776142
2 ZZ 774 -10.2466516344
2 ZZ 775 -10.2466516344
2 ZZ 776 -10.2466516344
2 NC malagueny -11.9541051469
2 ZZ 773 -8.63721372201
2 VM focalitzi -11.1937252053
2 NP Dionís_I_el_Vell_de_Siracusa -11.5253776142
2 RG exhaustivament -9.97497065416
2 DD aquelles -5.22365368446
2 VM processar -9.80743084415
2 NP Mayflower -11.5253776142
2 NP Remus_Llopin -9.91593970173
2 VM processat -9.80743084415
2 NP Thermus -10.4267653255
2 VM alça -9.58428729283
2 DA LA -10.1227837121
2 NC lisosomes -10.8554928582
2 NP Thermum -11.5253776142
2 NC arrossegades -11.2609579663
2 ZZ 22000 -10.2466516344
2 NP Pompeia_Paulina -10.8322304336
2 NP La_Torrassa -10.8322304336
2 NC diligència -11.9541051469
2 NP Versió_Battle -11.5253776142
2 NP G._Regne_de_Grècia -10.4267653255
2 NC desercions -10.8554928582
2 DA La -3.63471924851
2 NP Cos_Femení_de_l'_Aire -10.8322304336
2 VM expulsats -8.70881855548
2 NP Short_History -11.5253776142
2 NP Eduard_de_Westmister -11.5253776142
2 VM composaven -11.1937252053
2 NP Montefrío -11.5253776142
2 AQ hipotètica -9.64378806772
2 NC llenços -10.3446672345
2 NP El_Arrebato -10.4267653255
2 NP Crazy_Arms -10.8322304336
2 AQ complementaris -10.0492531758
2 NP Antoni_de_Pàdua -10.8322304336
2 NP William_F._Smith -11.5253776142
2 AQ hipotètics -10.7424003564
2 NP Sant_Celoni -11.5253776142
2 VM atengué -11.1937252053
2 NP Priorat_de_Sant_Pere_de_Casserres -11.5253776142
2 NP Sa_Casa_d'_Amunt -11.5253776142
2 DA L' -4.46504517597
2 NC salaire -11.9541051469
2 NC llençol -11.9541051469
2 NP Sibelius -11.5253776142
2 NC evangeli -9.38915578944
2 VM sobrenomena -11.1937252053
2 VM mortu -11.1937252053
2 NC bypass -11.9541051469
2 NP John_Walker -11.5253776142
2 NC tarifació -11.9541051469
2 VM morts -10.5005780247
2 NC allargament -11.9541051469
2 VM fruitada -11.1937252053
2 NP Divisió_de_les_Waffen_SS -10.4267653255
2 NC diòcesi -9.87466360522
2 NC altiplà -10.3446672345
2 NP Wissenschatspreis -11.5253776142
2 WW 23_de_setembre_de_1939 -8.44569718971
2 AQ plaquetària -10.0492531758
2 VM rodin -11.1937252053
2 ZZ 1492-1952 -10.2466516344
2 VM dita -11.1937252053
2 NP Alcifró -11.5253776142
2 RG diàriament -9.2818234736
2 NP Quadern -10.4267653255
2 NP Húnter -11.5253776142
2 VM pal·liar -11.1937252053
2 NP U._Unalakleet -11.5253776142
2 WW 28_d'_octubre_de_1985 -8.44569718971
2 VM Desitjant -11.1937252053
2 AQ indiscriminat -10.7424003564
2 NP Lumineon -10.8322304336
2 VM Juga -9.58428729283
2 NP Ángel_de_Andrés_López -11.5253776142
2 NP Lovaina -11.5253776142
2 NP Ardres -11.5253776142
2 NP Berlin -9.91593970173
2 NP D'_Annunzio -10.4267653255
2 NP Kunashiri -11.5253776142
2 VM precisar -11.1937252053
2 AQ italianes -7.52352453152
2 NP Scherzi -10.4267653255
2 NC fissura -11.9541051469
2 RG neixament -9.2818234736
2 NC cavista -11.9541051469
2 NC no-oficials -11.9541051469
2 VM amotinar -11.1937252053
2 NC milions -9.75688056957
2 NC gràcia -10.1623456777
2 SP dalt -10.679795651
2 NP Alcibíades -9.04047096437
2 VM conquistant -11.1937252053
2 NP Delkom -11.5253776142
2 AQ adherent -10.7424003564
2 VM consolidat -10.5005780247
2 NP Atti_de_el_I_Congresso_Internazionale -11.5253776142
2 AQ individuals -7.52352453152
2 NP The_House_Jack_Kerouac_Built -11.5253776142
2 WW 29_de_setembre_de_1935 -8.44569718971
2 AQ stars -10.7424003564
2 NC vicepresidents -11.9541051469
2 NC entusiasme -9.87466360522
2 AQ ansotans -10.7424003564
2 NP Flota_d'_Índies -10.8322304336
2 NC wilhelmanus -11.9541051469
2 RG d'_ara_endavant -8.87635836549
2 NP Wadi_Hadjar -11.5253776142
2 VM embolica -10.5005780247
2 NC miler -10.3446672345
2 NC estrutioniforme -11.2609579663
2 VM sinteritzat -11.1937252053
2 NP Lógica -11.5253776142
2 NC hermafrodita -11.2609579663
2 NP Contra -11.5253776142
2 AQ igualitari -10.7424003564
2 NC Seguretat -11.9541051469
2 NP Monument -9.91593970173
2 RG en_família -9.97497065416
2 NP Valoració -10.8322304336
2 NC botxins -11.9541051469
2 AQ auster -9.64378806772
2 VM anul·la -11.1937252053
2 NP Football_Conference -11.5253776142
2 AQ sobris -10.7424003564
2 VM experimentats -9.80743084415
2 NC viajes -11.9541051469
2 AQ meravellosa -10.7424003564
